Speaker,Sentence
Nurse,"O holy friar, O, tell me, holy friar,
Where is my lady's lord, where's Romeo?"
Nurse,"O, he is even in my mistress' case,
Just in her case! O woful sympathy!
Piteous predicament! Even so lies she,
Blubbering and weeping, weeping and blubbering.
Stand up, stand up; stand, and you be a man"
ROMEO,Nurse!
Nurse,"Ah sir! ah sir! Well, death's the end of all."
ROMEO,"Spakest thou of Juliet? how is it with her?
Doth she not think me an old murderer,
Now I have stain'd the childhood of our joy
With blood removed but little from her own?
Where is she? and how doth she? and what says
My conceal'd lady to our cancell'd love?"
Nurse,"O, she says nothing, sir, but weeps and weeps;
And now falls on her bed; and then starts up,
And Tybalt calls; and then on Romeo cries,
And then down falls again."
ROMEO,"As if that name,
Shot from the deadly level of a gun,
Did murder her; as that name's cursed hand
Murder'd her kinsman. O, tell me, friar, tell me,
In what vile part of this anatomy
Doth my name lodge? tell me, that I may sack
The hateful mansion."
Nurse,"O Lord, I could have stay'd here all the night
To hear good counsel"
ROMEO,"Do so, and bid my sweet prepare to chide."
Nurse,"Here, sir, a ring she bid me give you, sir"
ROMEO,How well my comfort is revived by this!
ROMEO,"But that a joy past joy calls out on me,
It were a grief, so brief to part with thee"
JULIET,Wilt thou be gone? it is not yet near day
ROMEO,"It was the lark, the herald of the morn,
No nightingale"
JULIET,"Yon light is not day-light, I know it, I"
ROMEO,"Let me be ta'en, let me be put to death;
I am content, so thou wilt have it so.
I'll say yon grey is not the morning's eye,
'Tis but the pale reflex of Cynthia's brow;
Nor that is not the lark, whose notes do beat
The vaulty heaven so high above our heads"
JULIET,"It is, it is"
ROMEO,More light and light; more dark and dark our woes!
Nurse,Madam!
JULIET,Nurse?
Nurse,Your lady mother is coming to your chamber
JULIET,"Then, window, let day in, and let life out."
ROMEO,"Farewell, farewell! one kiss, and I'll descend."
JULIET,"Art thou gone so? love, lord, ay, husband, friend!
I must hear from thee every day in the hour,
For in a minute there are many days"
ROMEO,"Farewell!
I will omit no opportunity
That may convey my greetings, love, to thee."
JULIET,O think'st thou we shall ever meet again?
ROMEO,"I doubt it not; and all these woes shall serve
For sweet discourses in our time to come."
JULIET,"O God, I have an ill-divining soul!
Methinks I see thee, now thou art below,
As one dead in the bottom of a tomb"
ROMEO,"And trust me, love, in my eye so do you"
JULIET,"O fortune, fortune! all men call thee fickle"
JULIET,"Who is't that calls? is it my lady mother?
Is she not down so late, or up so early?
What unaccustom'd cause procures her hither?"
JULIET,"Madam, I am not well."
JULIET,Yet let me weep for such a feeling loss.
JULIET,"Feeling so the loss,
Cannot choose but ever weep the friend."
JULIET,What villain madam?
JULIET,""
JULIET,"Ay, madam, from the reach of these my hands"
JULIET,"Indeed, I never shall be satisfied
With Romeo, till I behold him--dead--
Is my poor heart for a kinsman vex'd.
Madam, if you could find out but a man
To bear a poison, I would temper it;
That Romeo should, upon receipt thereof,
Soon sleep in quiet. O, how my heart abhors
To hear him named, and cannot come to him.
To wreak the love I bore my cousin
Upon his body that slaughter'd him!"
JULIET,And joy comes well in such a needy time
JULIET,"Madam, in happy time, what day is that?"
JULIET,"Now, by Saint Peter's Church and Peter too,
He shall not make me there a joyful bride.
I wonder at this haste; that I must wed
Ere he, that should be husband, comes to woo.
I pray you, tell my lord and father, madam,
I will not marry yet; and, when I do, I swear,
It shall be Romeo, whom you know I hate,
Rather than Paris. These are news indeed!"
JULIET,"Not proud, you have; but thankful, that you have"
JULIET,"Good father, I beseech you on my knees,
Hear me with patience but to speak a word."
Nurse,"God in heaven bless her!
You are to blame, my lord, to rate her so."
Nurse,I speak no treason.
Nurse,May not one speak?
JULIET,"Is there no pity sitting in the clouds,
That sees into the bottom of my grief?
O, sweet my mother, cast me not away!
Delay this marriage for a month, a week;
Or, if you do not, make the bridal bed
In that dim monument where Tybalt lies."
JULIET,"O God!--O nurse, how shall this be prevented?
My husband is on earth, my faith in heaven;
How shall that faith return again to earth,
Unless that husband send it me from heaven
By leaving earth? comfort me, counsel me.
Alack, alack, that heaven should practise stratagems
Upon so soft a subject as myself!
What say'st thou? hast thou not a word of joy?
Some comfort, nurse."
Nurse,"Faith, here it is.
Romeo is banish'd; and all the world to nothing,
That he dares ne'er come back to challenge you;
Or, if he do, it needs must be by stealth.
Then, since the case so stands as now it doth,
I think it best you married with the county.
O, he's a lovely gentleman!
Romeo's a dishclout to him"
JULIET,Speakest thou from thy heart?
Nurse,"And from my soul too;
Or else beshrew them both."
JULIET,Amen!
Nurse,What?
JULIET,"Well, thou hast comforted me marvellous much.
Go in"
Nurse,"Marry, I will; and this is wisely done."
JULIET,"Ancient damnation! O most wicked fiend!
Is it more sin to wish me thus forsworn,
Or to dispraise my lord with that same tongue
Which she hath praised him with above compare
So many thousand times? Go, counsellor;
Thou and my bosom henceforth shall be twain.
I'll to the friar, to know his remedy"
JULIET,"That may be, sir, when I may be a wife."
JULIET,What must be shall be.
JULIET,"To answer that, I should confess to you."
JULIET,I will confess to you that I love him.
JULIET,"If I do so, it will be of more price,
Being spoke behind your back, than to your face."
JULIET,"The tears have got small victory by that;
For it was bad enough before their spite."
JULIET,"That is no slander, sir, which is a truth;
And what I spake, I spake it to my face."
JULIET,"It may be so, for it is not mine own.
Are you at leisure, holy father, now;
Or shall I come to you at evening mass?"
JULIET,"O shut the door! and when thou hast done so,
Come weep with me; past hope, past cure, past help!"
JULIET,"Tell me not, friar, that thou hear'st of this,
Unless thou tell me how I may prevent it"
JULIET,"O, bid me leap, rather than marry Paris,
From off the battlements of yonder tower;
Or walk in thievish ways; or bid me lurk
Where serpents are; chain me with roaring bears;
Or shut me nightly in a charnel-house,
O'er-cover'd quite with dead men's rattling bones,
With reeky shanks and yellow chapless skulls;
Or bid me go into a new-made grave
And hide me with a dead man in his shroud;
Things that, to hear them told, have made me tremble;
And I will do it without fear or doubt,
To live an unstain'd wife to my sweet love."
JULIET,"Give me, give me! O, tell not me of fear!"
JULIET,"Love give me strength! and strength shall help afford.
Farewell, dear father!"
Nurse,"Ay, forsooth."
Nurse,See where she comes from shrift with merry look.
JULIET,"Where I have learn'd me to repent the sin
Of disobedient opposition
To you and your behests, and am enjoin'd
By holy Laurence to fall prostrate here,
And beg your pardon"
JULIET,"I met the youthful lord at Laurence' cell;
And gave him what becomed love I might,
Not step o'er the bounds of modesty."
JULIET,"Nurse, will you go with me into my closet,
To help me sort such needful ornaments
As you think fit to furnish me to-morrow?"
JULIET,"Ay, those attires are best"
JULIET,"No, madam; we have cull'd such necessaries
As are behoveful for our state to-morrow"
JULIET,"Farewell! God knows when we shall meet again.
I have a faint cold fear thrills through my veins,
That almost freezes up the heat of life"
Nurse,They call for dates and quinces in the pastry.
Nurse,"Go, you cot-quean, go,
Get you to bed; faith, You'll be sick to-morrow
For this night's watching."
Nurse,"Mistress! what, mistress! Juliet! fast, I warrant her, she"
Nurse,O lamentable day!
Nurse,"Look, look! O heavy day!"
Nurse,"She's dead, deceased, she's dead; alack the day!"
Nurse,O lamentable day!
Nurse,"O woe! O woful, woful, woful day!
Most lamentable day, most woful day,
That ever, ever, I did yet behold!
O day! O day! O day! O hateful day!
Never was seen so black a day as this"
Nurse,"Honest goodfellows, ah, put up, put up;
For, well you know, this is a pitiful case."
ROMEO,"If I may trust the flattering truth of sleep,
My dreams presage some joyful news at hand"
ROMEO,"Is it even so? then I defy you, stars!
Thou know'st my lodging"
ROMEO,"Tush, thou art deceived"
ROMEO,No matter
ROMEO,"Come hither, man. I see that thou art poor"
ROMEO,"Art thou so bare and full of wretchedness,
And fear'st to die? famine is in thy cheeks,
Need and oppression starveth in thine eyes,
Contempt and beggary hangs upon thy back;
The world is not thy friend nor the world's law;
The world affords no law to make thee rich;
Then be not poor, but break it, and take this."
ROMEO,"I pay thy poverty, and not thy will."
ROMEO,"There is thy gold, worse poison to men's souls,
Doing more murders in this loathsome world,
Than these poor compounds that thou mayst not sell.
I sell thee poison; thou hast sold me none.
Farewell"
ROMEO,"Give me that mattock and the wrenching iron.
Hold, take this letter; early in the morning
See thou deliver it to my lord and father.
Give me the light"
ROMEO,So shalt thou show me friendship. Take thou that
ROMEO,"Thou detestable maw, thou womb of death,
Gorged with the dearest morsel of the earth,
Thus I enforce thy rotten jaws to open,
And, in despite, I'll cram thee with more food!"
ROMEO,"I must indeed; and therefore came I hither.
Good gentle youth, tempt not a desperate man;
Fly hence, and leave me"
ROMEO,"Wilt thou provoke me? then have at thee, boy!"
ROMEO,"In faith, I will. Let me peruse this face.
Mercutio's kinsman, noble County Paris!
What said my man, when my betossed soul
Did not attend him as we rode? I think
He told me Paris should have married Juliet"
JULIET,"O comfortable friar! where is my lord?
I do remember well where I should be,
And there I am. Where is my Romeo?"
JULIET,"Go, get thee hence, for I will not away.
What's here? a cup, closed in my true love's hand?
Poison, I see, hath been his timeless end"
JULIET,"Yea, noise? then I'll be brief. O happy dagger!
This is thy sheath;
there rust, and let me die."
WARWICK,I wonder how the king escaped our hands.
WARWICK,"And so do I. Victorious Prince of York,
Before I see thee seated in that throne
Which now the house of Lancaster usurps,
I vow by heaven these eyes shall never close.
This is the palace of the fearful king,
And this the regal seat"
WARWICK,"And when the king comes, offer no violence,
Unless he seek to thrust you out perforce."
WARWICK,"The bloody parliament shall this be call'd,
Unless Plantagenet, Duke of York, be king,
And bashful Henry deposed, whose cowardice
Hath made us by-words to our enemies."
WARWICK,"Neither the king, nor he that loves him best,
The proudest he that holds up Lancaster,
Dares stir a wing, if Warwick shake his bells.
I'll plant Plantagenet, root him up who dares"
KING HENRY VI,"My lords, look where the sturdy rebel sits,
Even in the chair of state"
KING HENRY VI,"Be patient, gentle Earl of Westmoreland."
KING HENRY VI,"Ah, know you not the city favours them,
And they have troops of soldiers at their beck?"
KING HENRY VI,"Far be the thought of this from Henry's heart,
To make a shambles of the parliament-house!
Cousin of Exeter, frowns, words and threats
Shall be the war that Henry means to use.
Thou factious Duke of York, descend my throne,
and kneel for grace and mercy at my feet;
I am thy sovereign."
WARWICK,"Exeter, thou art a traitor to the crown
In following this usurping Henry."
WARWICK,"True, Clifford; and that's Richard Duke of York."
KING HENRY VI,"And shall I stand, and thou sit in my throne?"
WARWICK,Be Duke of Lancaster; let him be king.
WARWICK,"And Warwick shall disprove it. You forget
That we are those which chased you from the field
And slew your fathers, and with colours spread
March'd through the city to the palace gates."
WARWICK,Poor Clifford! how I scorn his worthless threats!
KING HENRY VI,"What title hast thou, traitor, to the crown?
Thy father was, as thou art, Duke of York;
Thy grandfather, Roger Mortimer, Earl of March"
WARWICK,"Talk not of France, sith thou hast lost it all."
KING HENRY VI,"The lord protector lost it, and not I"
KING HENRY VI,"Peace, thou! and give King Henry leave to speak."
WARWICK,Plantagenet shall speak first
KING HENRY VI,"Think'st thou that I will leave my kingly throne,
Wherein my grandsire and my father sat?
No"
WARWICK,"Prove it, Henry, and thou shalt be king."
KING HENRY VI,Henry the Fourth by conquest got the crown.
KING HENRY VI,""
KING HENRY VI,"An if he may, then am I lawful king;
For Richard, in the view of many lords,
Resign'd the crown to Henry the Fourth,
Whose heir my father was, and I am his."
WARWICK,"Suppose, my lords, he did it unconstrain'd,
Think you 'twere prejudicial to his crown?"
KING HENRY VI,"Art thou against us, Duke of Exeter?"
